REF_AREA_LABEL,REF_AREA,INDICATOR_LABEL,INDICATOR,YEAR,VALUE
Latin America & Caribbean,LCN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,9.5
Latin America & Caribbean,LCN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,8.5
Latin America & Caribbean,LCN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,7.7
Latin America & Caribbean,LCN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,7.5
Latin America & Caribbean,LCN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,6.8
Latin America & Caribbean,LCN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,6.5
Latin America & Caribbean,LCN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,6
Latin America & Caribbean,LCN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,6.2
Latin America & Caribbean,LCN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,6.2
Latin America & Caribbean,LCN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,6.1
Latin America & Caribbean,LCN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2019,6.2
Latin America & Caribbean,LCN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,5.8
Latin America & Caribbean,LCN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,6.2
Latin America & Caribbean,LCN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,5
Latin America & Caribbean,LCN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2023,4.6
Latin America & Caribbean,LCN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2024,4.3
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1995,2.2
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1996,3.8
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1997,3.5
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1998,3.3
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2002,1.5
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,1.5
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2004,3.7
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2005,3.1
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,1.9
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2007,0.8
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,1.6
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,2.6
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,2.6
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,1.7
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,1.4
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,1.5
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,1.1
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,1
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,1
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,1
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,0.6
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2019,0.3
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,0.5
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,0.5
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,0.4
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2023,0.4
Lebanon,LBN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,0.1
Lebanon,LBN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,5.8
Lesotho,LSO,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1986,63.2
Lesotho,LSO,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1994,59.7
Lesotho,LSO,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2002,74.9
Lesotho,LSO,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,41.9
Liberia,LBR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2007,61.1
Liberia,LBR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,31.7
Liberia,LBR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,33.6
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1993,14.3
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1996,0.2
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1998,1
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1999,1.3
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2000,1.2
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2001,1.6
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2002,1.4
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,0.4
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2004,4
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2005,2.7
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,1.8
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2007,1.6
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,1.8
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,2.7
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,2
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,0.9
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,1.1
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,1.2
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,1.7
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,1
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,1.5
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,1.2
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,1
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2019,0.6
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,0.5
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,0.3
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,0.8
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2023,1.1
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1981,62
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1982,61.3
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1983,60.3
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1984,59.3
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1985,58.1
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1986,56.7
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1987,55.9
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1988,54.2
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1989,56
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1990,55.5
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1991,55
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1992,54
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1993,53.2
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1994,51.3
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1995,49.6
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1996,47.7
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1997,47.4
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1998,47.5
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1999,46.5
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2000,45.1
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2001,43.9
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2002,41.9
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,39.9
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2004,37.5
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2005,35
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,33.3
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2007,31.2
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,29.7
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,28.4
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,25.8
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,23.4
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,21.8
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,18.9
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,17.6
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,16.3
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,15.2
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,14.3
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,13.4
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2019,13
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,13.8
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,13.7
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,13.1
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2023,12.7
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2024,12.5
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1995,66.7
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1996,66
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1997,65.4
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1998,66.1
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1999,65.1
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2000,64.1
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2001,62.5
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2002,63.1
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,60.6
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2004,57.3
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2005,55.6
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,54.9
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2007,53.9
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,52.6
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,52.8
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,51.2
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,50.9
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,49.7
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,49.1
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,49
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,50.1
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,50.6
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,50.6
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,52.6
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,53.4
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,52.6
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2023,52.9
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1981,54.9
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1982,53.9
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1983,52.1
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1984,52
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1985,51.7
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1986,51.7
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1987,52.1
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1988,51.9
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1989,51.4
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1990,50.9
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1991,50.4
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1992,49.5
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1993,49.4
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1994,48.5
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1995,48.3
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1996,47.5
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2002,46.9
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,46
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2004,44.5
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2005,42.9
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,40.5
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2007,38.1
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,36.4
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,34.8
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,31.5
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,29.3
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,27.5
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,24.6
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,22.5
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,16
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,15.3
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,14.4
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2023,13.6
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2024,13.1
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1985,0.1
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1996,0.1
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,0.1
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,0.1
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,0.1
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,0.2
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,0.3
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,0.1
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,0.3
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,0.3
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2019,0.1
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,0.1
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,0.1
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2023,0.1
Madagascar,MDG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1980,61.7
Madagascar,MDG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1993,83.1
Madagascar,MDG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1997,80.7
Madagascar,MDG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1999,78.5
Madagascar,MDG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2001,57.5
Madagascar,MDG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2005,55.3
Madagascar,MDG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,65.3
Madagascar,MDG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,67.3
Madagascar,MDG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,69.2
Malawi,MWI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1997,64.6
Malawi,MWI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2004,74.4
Malawi,MWI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,72.9
Malawi,MWI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,71.7
Malawi,MWI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2019,75.4
Malaysia,MYS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1984,6.7
Malaysia,MYS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1987,5.9
Malaysia,MYS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1989,4.9
Malaysia,MYS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1992,5
Malaysia,MYS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1995,5.2
Malaysia,MYS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1997,1.7
Malaysia,MYS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,3.2
Malaysia,MYS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,1.7
Malaysia,MYS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,1.5
Malaysia,MYS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,0.4
Malaysia,MYS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,0.1
Malaysia,MYS,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,0.1
Maldives,MDV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2002,18.8
Maldives,MDV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,13.1
Maldives,MDV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,0.1
Mali,MLI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1994,89.4
Mali,MLI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2001,68.6
Mali,MLI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,64
Mali,MLI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,63.3
Mali,MLI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,29.4
Mali,MLI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,36.1
Malta,MLT,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,0.5
Malta,MLT,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2007,0.5
Malta,MLT,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,0.2
